FruitType,Label,Filename,WhitePixelRatio,EdgePixelRatio,Contrast,Correlation,Energy,MeanIntensity,Variance
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.01.34 PM.png,0.48421505040243806,0.016227761714985283,119.15120591269374,0.9912294673345496,0.3006825486558867,0.6561607576530651,26.759020784643585
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.01.41 PM.png,0.3769344842009202,0.016312407315867524,97.65573231721837,0.9935005902286598,0.24245748999070854,0.5363907633854713,29.53431415617524
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.02.24 PM.png,0.8993011934673367,0.014375261725293133,117.5893763858457,0.9892030675298009,0.27406125994509634,0.7172500831362696,21.507849780182347
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.02.31 PM.png,0.4479166666666667,0.016739943400040428,122.81888711556974,0.9923822276622812,0.3452410863396987,0.5948092674506633,31.705705926839727
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.02.38 PM.png,0.4852840986510424,0.014204932552118818,109.5293057054268,0.9910941555249159,0.3086923676119029,0.7040858801621207,24.249967733981922
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.02.43 PM.png,0.6531632078507078,0.015273085585585586,149.358393866021,0.9881169358041506,0.32395940430679404,0.7248410174880763,24.83223719546255
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.02.48 PM.png,0.6077094046892705,0.017247014730236206,153.0026892299619,0.9872129110101314,0.1847931207608494,0.6841642697347395,23.633328833722167
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.05 PM.png,0.8964566789563244,0.007196539988655701,108.2807766161724,0.9868743696118828,0.11904625842790235,0.6714879244380678,16.334146800759452
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.10 PM.png,0.8940827478532396,0.008485558157689305,116.14236399217222,0.9895276311909066,0.3422994837078468,0.7486126341246881,21.918781233145175
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.17 PM.png,0.41009938409854424,0.023138297872340424,134.6548210526316,0.9932312412725527,0.31548053301235063,0.5063009683156577,39.071646408228716
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.26 PM.png,0.8927514367816092,0.015977011494252874,126.66690201729106,0.9885224619817351,0.29263796001434217,0.7623803245436106,21.8229780147836
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.34 PM.png,0.8695464155295022,0.012838746876801845,91.72432952958738,0.9918126461613027,0.24266187418084578,0.6733776516564727,22.077514025084366
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.40 PM.png,0.8968638052644461,0.010185123378501658,100.53145246724283,0.9898368759909856,0.21833469468845182,0.7364029731777899,19.54523014199672
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.59 PM.png,0.778240066569586,0.017098906687007375,110.3856598352584,0.9905003569895898,0.2652766115627581,0.7017968304211405,22.918528818434375
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.05 PM.png,0.34917030486902473,0.014577475210892407,101.57794771968857,0.9924443586247872,0.2281835264095568,0.5598302196415046,26.44404878739201
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.11 PM.png,0.4487971045348095,0.022869207295436803,177.61731724248415,0.9908339369945947,0.3736507707349552,0.5640100203022094,38.08430584851153
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.16 PM.png,0.5505616088243207,0.014426957223567393,130.33045831647104,0.990242085491481,0.38535702517234094,0.7038097018468404,26.337479466731534
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.24 PM.png,0.4804470221136888,0.01455026455026455,140.75226167397884,0.9926039122900526,0.38506052688758646,0.5881748758382744,37.39797513992622
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.31 PM.png,0.7671144644828856,0.015642252484357747,119.14029962731087,0.9901186131113925,0.347981615577973,0.6998466686392383,23.779743656613913
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.48 PM.png,0.6252485795454545,0.026633522727272728,243.38592857142862,0.9804888332436199,0.20401359561038465,0.6618088513814617,24.727672673169923
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.06 PM.png,0.6870486111111112,0.03319444444444444,239.26871508379895,0.980042481045254,0.21892722337200554,0.6775818355119825,23.7817540078021
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.12 PM.png,0.5739018087855298,0.032848837209302324,241.3305183837859,0.9835399810697869,0.24914249054094054,0.6379496630693621,28.977872302655733
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.18 PM.png,0.7320841759352882,0.025530839231547017,233.1965942305249,0.9813722736883931,0.2878821328410408,0.7229974573246892,24.844011784221436
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.27 PM.png,0.4122912192172154,0.01729153199741435,112.82355031193505,0.9926019851828142,0.32238292942016866,0.5972987852271255,29.990545462071335
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.34 PM.png,0.8944086944086944,0.016881166881166882,114.10685353788801,0.9893919851453775,0.3203779615682572,0.7383209259679848,21.25640110874134
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.41 PM.png,0.894752534287418,0.00904392764857881,94.32323091479512,0.9905889233001242,0.2159213623655531,0.7424487783584911,19.791163480763352
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.48 PM.png,0.5643672733516484,0.013881138392857142,110.27608648881241,0.9907920937294961,0.3122691802550134,0.6924450759871257,23.6105320897369
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.10 PM.png,0.6246190959878111,0.017569197562214322,137.33572872399688,0.9892084012748151,0.38796522438212105,0.7392149394038977,25.118588053413355
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.19 PM.png,0.8943421052631579,0.021217105263157895,182.54337476857978,0.9830813336430444,0.23439286592575262,0.774062693498452,21.496588084416246
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.33 PM.png,0.891788728897716,0.020264399205561074,165.2035732102768,0.9834000500718433,0.13512181614781557,0.7681702348268007,19.83286345713855
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.40 PM.png,0.380477892091416,0.01965365585486531,103.45954254795868,0.9919862605478059,0.12668933468600194,0.5327099916382166,25.393700321172194
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.47 PM.png,0.36900176095091347,0.032953628292611344,108.75701510096414,0.9918955918331344,0.2196223255114125,0.5610270918845196,26.396217772299757
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.54 PM.png,0.8894642857142857,0.008107142857142858,152.25069922547334,0.9838473463638234,0.11302821950443873,0.7216809523809524,18.715228715466186
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.07.18 PM.png,0.7449113879628005,0.015331637129320933,123.21715838338501,0.9898281316004783,0.2196617481823072,0.6915698574569326,23.916823941034956
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.07.26 PM.png,0.8984900717043575,0.016478212906784334,112.1408654178475,0.9900074125303171,0.27494053860114415,0.7218294344764933,22.156132195719778
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.07.32 PM.png,0.5008631512868801,0.014433262711864406,108.55593515277832,0.9935957920914902,0.358598181924722,0.606345912109351,33.312940861876356
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.08.37 PM.png,0.4755717561291081,0.029165931761616398,107.06358324741004,0.9926385710068153,0.3223667981739897,0.6193223157136726,28.606255722712802
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.08.52 PM.png,0.8935566000783393,0.026047786917352135,181.30268696644242,0.982351589326737,0.30549568078465106,0.7662056941852338,20.43390609102766
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.08.58 PM.png,0.8976768968456948,0.02448849104859335,178.85756486000514,0.9815279359901091,0.20690069570949693,0.7354805008107249,19.263849189543656
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.03 PM.png,0.4705986842105263,0.020401315789473684,116.48963857010949,0.992864643060301,0.3007679607429196,0.586149097007224,32.0992083215671
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.10 PM.png,0.43514957264957266,0.018233618233618232,130.83803437113204,0.9921525149699768,0.33351285965594624,0.5770868480345605,32.77752330865866
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.17 PM.png,0.34768740031897927,0.018160069595476294,122.96479922475925,0.9904166861571573,0.22215520974333924,0.5587306833225775,25.259370542244014
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.25 PM.png,0.4273480265053299,0.0566911552866609,163.58991693752256,0.9888277940860773,0.2673934054093272,0.5897302862372261,28.814087064482074
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.31 PM.png,0.41474676313785225,0.034939070830159936,225.03095101415997,0.9830189420928189,0.2159988538406255,0.594315237519227,26.18460654892943
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.47 PM.png,0.4257530495394573,0.04360633972284458,235.06858453199914,0.9823780813189597,0.2128143434616117,0.6036152723474254,26.355562465127697
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.54 PM.png,0.3693667443667444,0.03632478632478633,237.66353475204997,0.9823038897356708,0.1868546302373506,0.5503906904642198,26.52577935598838
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.03 PM.png,0.45361880476358407,0.054071833545831866,152.2085594223002,0.9899375891043839,0.3013120936389392,0.6081294650622097,29.75814427707896
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.11 PM.png,0.4765675500969619,0.01763702828611551,122.33886375062849,0.9913154385261737,0.3032948570235215,0.6271028398877104,27.725795848019093
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.21 PM.png,0.5164825320991341,0.017475365780830098,143.67502957339443,0.9916892021901469,0.3183922575911767,0.5902055339902459,33.992316032915674
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.37 PM.png,0.37453703703703706,0.03409722222222222,236.66990042806628,0.9823099115224221,0.21419711570396846,0.5722518155410312,26.428324062567246
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.43 PM.png,0.33559898045879355,0.03393750590012272,225.90584246218054,0.9808635869568564,0.19850956506564402,0.5814037386879608,23.349308419518238
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.53 PM.png,0.3376177394034537,0.03448783359497645,247.33984220907297,0.9799081534047029,0.1929230430495242,0.5518516060270261,24.33992230556399
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.08 PM.png,0.4229667812142039,0.014263895707194676,119.65086884595928,0.9908990673300124,0.21462726800135068,0.5778059601083656,25.883797132107436
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.16 PM.png,0.37660926939169614,0.014492364910774953,95.98425433173863,0.9936517972589539,0.23678872148901964,0.5351734399728493,29.719541862390937
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.24 PM.png,0.4655183991404781,0.02290491539081386,89.43756095920355,0.9949457456258507,0.3925363155329854,0.6023865557504227,34.75564923812769
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.35 PM.png,0.7679954193478024,0.029692441923873922,133.1592653358855,0.9886855262763278,0.337838036451156,0.7363250851654872,23.250675601631468
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.41 PM.png,0.5013550667714062,0.0167452212621105,132.1449021383846,0.9932186466891241,0.3982967677962777,0.590582869963906,38.2852811256939
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.52 PM.png,0.4390961262553802,0.024879353071605582,142.07512587458314,0.9918238715577381,0.340861286107082,0.573537851295468,34.15783527416489
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.59 PM.png,0.4636225266362253,0.019096542726679714,123.19423284401869,0.9935565122951713,0.3952336879001212,0.5867542816213244,37.55903053466752
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.14 PM.png,0.42530126153266806,0.012342308416494068,95.68479819612432,0.9920995734830693,0.2095307540144323,0.5861192272050978,23.840538484859543
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.20 PM.png,0.5520823664098518,0.010125622698722114,87.68464485705871,0.9923410530634666,0.10295764423213677,0.5594116615673776,22.526776190958834
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.29 PM.png,0.5300566642030057,0.011610002463661,110.25509725223836,0.9907718553042957,0.3467995060438821,0.7024712210580216,23.565128093459034
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.34 PM.png,0.4360878395531861,0.024663620208174662,121.03508939365018,0.990486425831239,0.28196512346548713,0.6434705484123072,25.062178986927698
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.41 PM.png,0.8661862699519604,0.012789593987292732,94.09883822501752,0.9916811923834317,0.2435183291558541,0.6749713045763789,22.291671778924638
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.47 PM.png,0.4199712052653229,0.011363636363636364,100.45090702947846,0.9918510299496153,0.19958236547566705,0.6030498019857881,24.269921324290802
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.56 PM.png,0.417598457007324,0.016518101493470952,120.0453019038037,0.9903789030445012,0.23431866580193905,0.6160020329971069,24.582927118074686
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.02 PM.png,0.34555340223944875,0.02176464254952627,102.06699940646413,0.9934511044369617,0.1484010978369238,0.4510062319501444,30.620597016071414
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.10 PM.png,0.4308882235528942,0.017677607747468026,143.47162903644386,0.9897601349713527,0.3295983883495665,0.6394365589808039,27.604167326716144
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.18 PM.png,0.8960717009916095,0.015382659547419273,122.95434509389631,0.988312790728011,0.3642563412543336,0.8026328253142091,20.843005528056107
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.25 PM.png,0.8938679245283019,0.017403291117429137,139.50539086469902,0.98667094806549,0.3060053822913016,0.7414454090415351,20.72188956659782
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.31 PM.png,0.4122422511163646,0.01847747570265301,110.56702057613171,0.9909772274587959,0.25349501407907293,0.6424867826037691,24.15473982576275
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.40 PM.png,0.8460735477254414,0.013777989402485777,121.66661157834173,0.9886115487501742,0.2007556662092396,0.6679894647283376,21.08892148016946
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.45 PM.png,0.49456914344685243,0.021484778121775027,133.54408531222515,0.9919575341244671,0.335892205733532,0.6054405441227059,32.652256423287824
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.54 PM.png,0.36802848575712144,0.01278110944527736,99.7096621215536,0.9918541255854376,0.30249784331901663,0.6384174640620867,24.10409695731501
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.01 PM.png,0.8980447557071792,0.00919761342971791,82.38753999623562,0.9924408030806338,0.28537421388583806,0.7168447577110166,21.483460265238143
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.07 PM.png,0.5176308944453767,0.017693824467192483,116.63888947302013,0.9929742790378759,0.32889330124604055,0.6061045822927258,32.63557133139269
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.44 PM.png,0.5015213281342313,0.04847571783055654,143.93484345842836,0.9918243977995731,0.35700480747058444,0.5998787397506563,34.61063578750671
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.56 PM.png,0.42900514913047705,0.03472627028077334,119.65919105117088,0.9921269414914723,0.36869147575171696,0.6258873582465143,29.894981283961084
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.01 PM.png,0.46457974137931035,0.01775323275862069,117.84584845735027,0.9927146550540801,0.24036985894235705,0.5522815035496957,31.788758728653086
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.09 PM.png,0.47968670402445235,0.03178595686873833,154.64543983305293,0.9897595455357855,0.36541539337002005,0.6367342403084514,29.743406994400324
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.14 PM.png,0.42935627473148674,0.02423685698134539,190.4165069902774,0.9853978176034425,0.28424910422270966,0.6368535175517352,25.75633908645747
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.21 PM.png,0.3755702227011494,0.029180136494252874,108.33646785688576,0.9916784344469769,0.1195037500325063,0.5194433351645257,25.603866774874504
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.28 PM.png,0.8902861015981736,0.008442732115677322,109.74928168627875,0.9909550736048482,0.4203516389283783,0.7677851596308234,23.954471358535486
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.34 PM.png,0.8836899038461539,0.011171875,104.56321686746989,0.9907380341679769,0.27830131790634866,0.7157030071644042,22.275862485165742
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.39 PM.png,0.43218442932728646,0.020680272108843538,122.92070481242897,0.9923246973432999,0.2866572310322531,0.5642905458479688,31.493256501941445
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.45 PM.png,0.382315479354953,0.014498050682261208,99.28798610108905,0.9922075167043861,0.21380472439313528,0.5752419490745083,25.079263348213107
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.52 PM.png,0.39866804996646543,0.018365400737759892,104.14449485878731,0.993297440429566,0.2609387982837276,0.5520058874488762,30.54335804974141
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.06 PM.png,0.8930889169827223,0.024568057311420144,178.43845502645493,0.981366288545381,0.13470010236779836,0.6625121671087314,19.004439946023922
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.16 PM.png,0.5023053766718744,0.031951377510193196,161.13219807732736,0.9891275520868386,0.36527160689636934,0.6432675230668421,29.191240882442674
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.28 PM.png,0.89376495215311,0.025882177033492822,126.95420064763735,0.9888317667222312,0.359616564239819,0.734808026081246,22.44955222269528
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.33 PM.png,0.5757059451600445,0.01476067152820373,114.15138523554131,0.9906645560445374,0.3383008120248079,0.7027399710196444,24.110197506937485
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.37 PM.png,0.8965919645621472,0.011044559289337683,101.02247579942468,0.9898277552887043,0.23168716854667246,0.7361453443222058,19.62446162466971
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.44 PM.png,0.44480567459731046,0.01919240431505837,124.38089182983134,0.9922850400816497,0.3244276265770256,0.5913650298304632,31.70095082544287
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.49 PM.png,0.4880567998362855,0.05818117738011323,139.82497521621718,0.9896006864956144,0.22242474809653698,0.5956479674568388,26.453514988083793
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.57 PM.png,0.43491508625308045,0.016339869281045753,123.18673113080848,0.9903859685134081,0.23148797946359978,0.6017905313845242,25.240599783600892
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.10 PM.png,0.84487087517934,0.011579387852702057,102.40185773356507,0.9909607866582231,0.25029480063049003,0.6659708976847554,22.33795635167193
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.22 PM.png,0.38006198108189365,0.039842503295635885,120.31673717762968,0.9917854504850424,0.3135718100700268,0.5875732420214321,28.80998081182418
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.34 PM.png,0.2782827463074176,0.018584645349780878,129.2380577783806,0.9885522510296347,0.2141281584190196,0.5440640471954621,22.242783442152003
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.42 PM.png,0.8391725178228312,0.016651103489144684,79.34753601281255,0.9927271123965559,0.23657833901180877,0.7095516361230505,21.51407721292256
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.12 PM.png,0.46356397908234115,0.02743226873873608,141.60255232790675,0.9915477266527103,0.1406835292893123,0.5876961609827847,32.94095106480648
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.16 PM.png,0.5564454924920041,0.019596682387380063,162.0954123697315,0.9868567637924329,0.12864187761916443,0.6626354569583024,24.356760880490945
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.26 PM.png,0.49399978131321415,0.021793505002460228,132.8810492989598,0.9919627652352759,0.2041164467766065,0.6043649453658233,32.513137542134366
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.42 PM.png,0.8965236686390533,0.014903846153846155,110.06441399356378,0.9900295814408152,0.1907682463992104,0.7353959566074951,21.801220641114682
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.51 PM.png,0.8774921157274098,0.009632524338406692,114.13522375747579,0.9896217091536162,0.26459890981404793,0.7027284288183943,21.715094328017898
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.58 PM.png,0.8678133903133903,0.014886039886039886,84.96543844615825,0.9913080819496332,0.15850120273051688,0.670634014859505,19.296802186097413
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.15 PM.png,0.2918782367058229,0.035891120373878996,148.03472969721528,0.9906473573109202,0.2642978684014846,0.4770656839216677,31.117205684600684
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.28 PM.png,0.4246234207968902,0.029012795594428247,124.52444552700308,0.9923727828261557,0.30389350395921855,0.5718538738246621,32.098482833125814
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.35 PM.png,0.40237949636359666,0.03508091816454452,127.00065129108884,0.990754247524969,0.15643927417993472,0.5495252741059732,27.022395534765455
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.47 PM.png,0.4082817705854355,0.032764159923845786,124.47535194464331,0.9919258507427218,0.25698469612004665,0.5522489524129499,30.31892389975667
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.58 PM.png,0.5393307257714037,0.022258438360133276,117.18795840413641,0.9913429645489056,0.3358789530466388,0.6786352054946272,26.66894078477302
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.08 PM.png,0.41012200900260604,0.021085050935797205,150.06544887502787,0.9912123824383998,0.24510815962406915,0.5125928480845073,33.57343686586662
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.17 PM.png,0.5611852885168948,0.016031176652938312,116.55935730935731,0.9903191231200438,0.28669850705218314,0.6830094665739287,23.74146275801696
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.26 PM.png,0.3693883277216611,0.019385321468654803,104.58257511850243,0.9906911548266403,0.2021095837170354,0.5752322870786923,22.125610716271215
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.32 PM.png,0.3703598484848485,0.015535563973063974,110.46291394220628,0.993359248921569,0.29068887427554896,0.5393556892453951,32.68989960335914
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.51 PM.png,0.3813751159111984,0.018443517154857363,119.31230687194073,0.9901512733714081,0.23948046113457946,0.5981993255492346,23.870556029410317
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.56 PM.png,0.3986848086618729,0.015006405488056864,108.01652687169928,0.9932664041126709,0.27442300827619165,0.5312335203525166,31.528879041429356
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.06 PM.png,0.6967085481099656,0.029585481099656356,235.75501943005185,0.9799021314388334,0.29701594917043966,0.7108143192844149,23.286111355298036
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.22 PM.png,0.3800074213897359,0.013975606214607231,77.96890176399765,0.9944142855876047,0.30839476483776257,0.5865506291573306,27.44012972318839
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.31 PM.png,0.46809560070610223,0.022939669793361255,134.36815065521134,0.9903159944070027,0.30821294917977826,0.6590105406324379,27.339513566956416
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.40 PM.png,0.4690991405770411,0.02054941682013505,126.8181132656202,0.9897531701944138,0.27578885978362283,0.6299211894702632,24.385243589438414
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.44 PM.png,0.3124237140366173,0.027230456262714326,148.91605594813146,0.989811773214751,0.27399592534749045,0.5129951393518757,28.75356251709624
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.51 PM.png,0.5457196361690744,0.026270733012306046,205.0320950486533,0.9862412269122803,0.26673850080175265,0.6448916795182492,29.418325359379683
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.56 PM.png,0.7403571428571428,0.023681318681318682,208.41490419128615,0.9832601585398018,0.23178936524182703,0.7159731738849386,24.68206864648522
