Category,Label,Filename,WhitePixelRatio,EdgePixelRatio
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.05 PM.png,0.8964566789563244,0.007196539988655701
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.10 PM.png,0.8940827478532396,0.008485558157689305
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.17 PM.png,0.41009938409854424,0.023138297872340424
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.26 PM.png,0.8927514367816092,0.015977011494252874
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.34 PM.png,0.8695464155295022,0.012838746876801845
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.40 PM.png,0.8968638052644461,0.010185123378501658
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.03.59 PM.png,0.778240066569586,0.017098906687007375
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.05 PM.png,0.34917030486902473,0.014577475210892407
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.11 PM.png,0.4487971045348095,0.022869207295436803
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.16 PM.png,0.5505616088243207,0.014426957223567393
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.24 PM.png,0.4804470221136888,0.01455026455026455
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.31 PM.png,0.7671144644828856,0.015642252484357747
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.04.48 PM.png,0.6252485795454545,0.026633522727272728
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.06 PM.png,0.6870486111111112,0.03319444444444444
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.12 PM.png,0.5739018087855298,0.032848837209302324
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.18 PM.png,0.7320841759352882,0.025530839231547017
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.27 PM.png,0.4122912192172154,0.01729153199741435
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.34 PM.png,0.8944086944086944,0.016881166881166882
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.41 PM.png,0.894752534287418,0.00904392764857881
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.05.48 PM.png,0.5643672733516484,0.013881138392857142
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.10 PM.png,0.6246190959878111,0.017569197562214322
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.19 PM.png,0.8943421052631579,0.021217105263157895
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.33 PM.png,0.891788728897716,0.020264399205561074
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.40 PM.png,0.380477892091416,0.01965365585486531
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.47 PM.png,0.36900176095091347,0.032953628292611344
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.06.54 PM.png,0.8894642857142857,0.008107142857142858
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.07.18 PM.png,0.7449113879628005,0.015331637129320933
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.07.26 PM.png,0.8984900717043575,0.016478212906784334
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.07.32 PM.png,0.5008631512868801,0.014433262711864406
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.08.37 PM.png,0.4755717561291081,0.029165931761616398
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.08.52 PM.png,0.8935566000783393,0.026047786917352135
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.08.58 PM.png,0.8976768968456948,0.02448849104859335
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.03 PM.png,0.4705986842105263,0.020401315789473684
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.10 PM.png,0.43514957264957266,0.018233618233618232
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.17 PM.png,0.34768740031897927,0.018160069595476294
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.25 PM.png,0.4273480265053299,0.0566911552866609
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.31 PM.png,0.41474676313785225,0.034939070830159936
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.47 PM.png,0.4257530495394573,0.04360633972284458
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.54 PM.png,0.3693667443667444,0.03632478632478633
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.03 PM.png,0.45361880476358407,0.054071833545831866
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.11 PM.png,0.4765675500969619,0.01763702828611551
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.21 PM.png,0.5164825320991341,0.017475365780830098
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.37 PM.png,0.37453703703703706,0.03409722222222222
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.43 PM.png,0.33559898045879355,0.03393750590012272
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.53 PM.png,0.3376177394034537,0.03448783359497645
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.08 PM.png,0.4229667812142039,0.014263895707194676
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.16 PM.png,0.37660926939169614,0.014492364910774953
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.24 PM.png,0.4655183991404781,0.02290491539081386
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.35 PM.png,0.7679954193478024,0.029692441923873922
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.41 PM.png,0.5013550667714062,0.0167452212621105
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.52 PM.png,0.4390961262553802,0.024879353071605582
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.59 PM.png,0.4636225266362253,0.019096542726679714
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.14 PM.png,0.42530126153266806,0.012342308416494068
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.20 PM.png,0.5520823664098518,0.010125622698722114
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.29 PM.png,0.5300566642030057,0.011610002463661
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.34 PM.png,0.4360878395531861,0.024663620208174662
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.41 PM.png,0.8661862699519604,0.012789593987292732
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.47 PM.png,0.4199712052653229,0.011363636363636364
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.56 PM.png,0.417598457007324,0.016518101493470952
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.02 PM.png,0.34555340223944875,0.02176464254952627
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.10 PM.png,0.4308882235528942,0.017677607747468026
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.18 PM.png,0.8960717009916095,0.015382659547419273
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.25 PM.png,0.8938679245283019,0.017403291117429137
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.31 PM.png,0.4122422511163646,0.01847747570265301
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.40 PM.png,0.8460735477254414,0.013777989402485777
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.45 PM.png,0.49456914344685243,0.021484778121775027
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.54 PM.png,0.36802848575712144,0.01278110944527736
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.01 PM.png,0.8980447557071792,0.00919761342971791
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.07 PM.png,0.5176308944453767,0.017693824467192483
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.44 PM.png,0.5015213281342313,0.04847571783055654
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.56 PM.png,0.42900514913047705,0.03472627028077334
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.01 PM.png,0.46457974137931035,0.01775323275862069
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.09 PM.png,0.47968670402445235,0.03178595686873833
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.14 PM.png,0.42935627473148674,0.02423685698134539
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.21 PM.png,0.3755702227011494,0.029180136494252874
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.28 PM.png,0.8902861015981736,0.008442732115677322
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.34 PM.png,0.8836899038461539,0.011171875
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.39 PM.png,0.43218442932728646,0.020680272108843538
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.45 PM.png,0.382315479354953,0.014498050682261208
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.52 PM.png,0.39866804996646543,0.018365400737759892
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.06 PM.png,0.8930889169827223,0.024568057311420144
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.16 PM.png,0.5023053766718744,0.031951377510193196
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.28 PM.png,0.89376495215311,0.025882177033492822
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.33 PM.png,0.5757059451600445,0.01476067152820373
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.37 PM.png,0.8965919645621472,0.011044559289337683
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.44 PM.png,0.44480567459731046,0.01919240431505837
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.49 PM.png,0.4880567998362855,0.05818117738011323
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.57 PM.png,0.43491508625308045,0.016339869281045753
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.10 PM.png,0.84487087517934,0.011579387852702057
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.22 PM.png,0.38006198108189365,0.039842503295635885
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.34 PM.png,0.2782827463074176,0.018584645349780878
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.42 PM.png,0.8391725178228312,0.016651103489144684
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.12 PM.png,0.46356397908234115,0.02743226873873608
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.16 PM.png,0.5564454924920041,0.019596682387380063
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.26 PM.png,0.49399978131321415,0.021793505002460228
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.42 PM.png,0.8965236686390533,0.014903846153846155
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.51 PM.png,0.8774921157274098,0.009632524338406692
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.58 PM.png,0.8678133903133903,0.014886039886039886
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.15 PM.png,0.2918782367058229,0.035891120373878996
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.28 PM.png,0.4246234207968902,0.029012795594428247
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.35 PM.png,0.40237949636359666,0.03508091816454452
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.47 PM.png,0.4082817705854355,0.032764159923845786
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.58 PM.png,0.5393307257714037,0.022258438360133276
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.08 PM.png,0.41012200900260604,0.021085050935797205
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.17 PM.png,0.5611852885168948,0.016031176652938312
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.26 PM.png,0.3693883277216611,0.019385321468654803
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.32 PM.png,0.3703598484848485,0.015535563973063974
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.51 PM.png,0.3813751159111984,0.018443517154857363
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.56 PM.png,0.3986848086618729,0.015006405488056864
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.06 PM.png,0.6967085481099656,0.029585481099656356
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.22 PM.png,0.3800074213897359,0.013975606214607231
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.31 PM.png,0.46809560070610223,0.022939669793361255
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.40 PM.png,0.4690991405770411,0.02054941682013505
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.44 PM.png,0.3124237140366173,0.027230456262714326
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.51 PM.png,0.5457196361690744,0.026270733012306046
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.56 PM.png,0.7403571428571428,0.023681318681318682
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.15 PM.png,0.5748140748140748,0.028388278388278388
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.20 PM.png,0.7422021575984991,0.027351078799249532
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.27 PM.png,0.5532507183908046,0.022180316091954023
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.35 PM.png,0.6382588774341351,0.027262313860252005
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.48 PM.png,0.6461663609364081,0.013059049615653389
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.58 PM.png,0.30061387981118376,0.019619190268700074
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.07 PM.png,0.8920128148475475,0.013809102960671674
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.14 PM.png,0.8993453355155483,0.02323474397942483
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.23 PM.png,0.8976301232084486,0.02382449082222781
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.26 PM.png,0.8861082407646603,0.019504004133298888
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.31 PM.png,0.8975990396158463,0.024399759903961586
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.51 PM.png,0.7072385822606242,0.009020675365896668
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.24.12 PM.png,0.3766159540592766,0.024861878453038673
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.24.19 PM.png,0.4092582614942529,0.021875997765006386
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.24.35 PM.png,0.8825083426028921,0.020935960591133004
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.25.02 PM.png,0.8749955634427684,0.012706299911268855
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.25.22 PM.png,0.6488843204287166,0.016377159752379192
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.25.28 PM.png,0.6368366732605143,0.01647028468220521
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.25.37 PM.png,0.8934990934990935,0.01306008806008806
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.26.05 PM.png,0.31245006781487467,0.014022815524961449
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.26.24 PM.png,0.5157801757066462,0.014801375095492742
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.26.29 PM.png,0.8940783206314643,0.009135138813282526
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.26.36 PM.png,0.3281469381142672,0.014398153148288153
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.26.41 PM.png,0.89443359375,0.018489583333333334
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.26.47 PM.png,0.8769960508241759,0.03453382554945055
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.26.52 PM.png,0.4405107973421927,0.040801495016611296
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.26.58 PM.png,0.8291345373376623,0.012687702922077921
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.27.06 PM.png,0.8963661284391402,0.007020359041219537
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.27.13 PM.png,0.3181585320417288,0.02249441132637854
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.27.34 PM.png,0.32240119994782834,0.02407069257858354
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.27.49 PM.png,0.4152929339834378,0.013534169181951862
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.28.04 PM.png,0.8936572448170387,0.014522204599524188
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.28.15 PM.png,0.6209523809523809,0.031818181818181815
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.28.24 PM.png,0.6865689865689866,0.02722832722832723
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.28.32 PM.png,0.668233082706767,0.037337662337662336
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.28.38 PM.png,0.5409407665505227,0.037337662337662336
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.28.42 PM.png,0.6684976525821597,0.03244131455399061
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.28.48 PM.png,0.7614903556359253,0.03823839662447257
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.29.07 PM.png,0.7899564067398119,0.009061520376175549
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.29.13 PM.png,0.8963071811909021,0.023511372348581652
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.29.18 PM.png,0.8970443349753695,0.019129720853858785
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.29.24 PM.png,0.8928872814948764,0.022694394213381555
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.29.31 PM.png,0.8940343601895735,0.015408767772511848
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.32.33 PM.png,0.8953511001213453,0.010056780456533188
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.32.38 PM.png,0.43917011019283747,0.017570592286501378
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.32.43 PM.png,0.8449561061763026,0.017589995324918187
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.32.50 PM.png,0.896847200418629,0.013925954997383569
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.33.05 PM.png,0.8917353791227474,0.02305763345800748
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.33.11 PM.png,0.31197536810238063,0.022980597220310994
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.33.18 PM.png,0.8115234375,0.020551215277777778
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.33.27 PM.png,0.32375019051973786,0.016346593507087333
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.33.33 PM.png,0.28735575662208235,0.022472462627852085
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.33.47 PM.png,0.8796950169925409,0.016628415059363553
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.33.55 PM.png,0.8664302600472813,0.012901269130272489
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.34.01 PM.png,0.32130732876256407,0.027632629967383346
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.34.07 PM.png,0.871452634415847,0.01656111036248484
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.34.14 PM.png,0.2844867486366289,0.027775541826816654
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.34.21 PM.png,0.5624418016867534,0.014885465719530689
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 4.59.36 PM.png,0.3939580198891784,0.017109463872885398
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 4.59.44 PM.png,0.7969628486385184,0.011635982802337118
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 4.59.49 PM.png,0.39986366245694605,0.014751961347110602
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 4.59.57 PM.png,0.29933729804335474,0.017912235122188844
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.00.03 PM.png,0.34673897895665906,0.019481349003576905
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.00.12 PM.png,0.47387151941420175,0.020492099431544463
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.00.18 PM.png,0.47960231263846115,0.022788674555573568
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.00.26 PM.png,0.8387451115711986,0.012819185645272601
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.00.43 PM.png,0.3684351189550614,0.018100800808583423
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.00.50 PM.png,0.6585468351495479,0.024866682123811733
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.01.01 PM.png,0.4460067718270497,0.017050493107247468
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.01.15 PM.png,0.8339557331083596,0.014031909878166795
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.01.22 PM.png,0.39263707243460766,0.021069123071763916
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.01.29 PM.png,0.4475182149362477,0.02467364905889496
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.01.34 PM.png,0.45550389414185616,0.01730874423693053
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.01.41 PM.png,0.3310201908817826,0.019135708582075365
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.02.08 PM.png,0.44349289454001495,0.018840688107703816
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.02.24 PM.png,0.8454970163316583,0.016462520938023452
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.02.38 PM.png,0.8379547622291865,0.0169096607167189
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.02.43 PM.png,0.7966035231660231,0.016228281853281852
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.02.48 PM.png,0.788045846770679,0.018739649612132835
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.03.05 PM.png,0.8427573737946682,0.008845008508224617
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.03.10 PM.png,0.8407494145199064,0.011701795472287276
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.03.17 PM.png,0.3700937849944009,0.025426931690929452
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.03.26 PM.png,0.8377155172413793,0.015689655172413792
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.03.47 PM.png,0.8418996138996139,0.01674131274131274
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.03.59 PM.png,0.7462034532972748,0.018393315304070453
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.04.05 PM.png,0.3160703714666272,0.016274789107592127
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.04.11 PM.png,0.396866794407778,0.023436945568093108
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.04.16 PM.png,0.7700010088781275,0.01631860371267151
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.04.24 PM.png,0.4298772215438882,0.016958350291683626
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.04.31 PM.png,0.810495644706171,0.016991780149674885
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.04.48 PM.png,0.6417613636363636,0.02947443181818182
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.04.59 PM.png,0.6711690174515897,0.027910590485297634
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.05.12 PM.png,0.5671188630490956,0.03407622739018088
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.05.18 PM.png,0.7266809908998989,0.028785389282103134
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.05.27 PM.png,0.3634088871280522,0.01908480513793607
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.05.41 PM.png,0.8409610415424369,0.011046511627906977
apple,fresh,rotated_by_30_Screen Shot 2018-06-08 at 5.05.48 PM.png,0.8196471497252747,0.015254764766483516
