Category,Label,Filename,WhitePixelRatio,EdgePixelRatio,Contrast,Correlation,Energy,Homogeneity
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.07.32 PM.png,0.5008631512868801,0.014433262711864406,108.55593515277832,0.9935957920914902,0.358598181924722,0.680874931287762
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.08.37 PM.png,0.4755717561291081,0.029165931761616398,107.06358324741004,0.9926385710068153,0.3223667981739897,0.5984048892668786
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.08.52 PM.png,0.8935566000783393,0.026047786917352135,181.30268696644242,0.982351589326737,0.30549568078465106,0.7006995775184361
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.08.58 PM.png,0.8976768968456948,0.02448849104859335,178.85756486000514,0.9815279359901091,0.20690069570949693,0.6829440432430645
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.03 PM.png,0.4705986842105263,0.020401315789473684,116.48963857010949,0.992864643060301,0.3007679607429196,0.6424504790899446
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.10 PM.png,0.43514957264957266,0.018233618233618232,130.83803437113204,0.9921525149699768,0.33351285965594624,0.6271792888073147
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.17 PM.png,0.34768740031897927,0.018160069595476294,122.96479922475925,0.9904166861571573,0.22215520974333924,0.5653731226677858
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.25 PM.png,0.4273480265053299,0.0566911552866609,163.58991693752256,0.9888277940860773,0.2673934054093272,0.5457571607876857
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.31 PM.png,0.41474676313785225,0.034939070830159936,225.03095101415997,0.9830189420928189,0.2159988538406255,0.4867046919990635
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.47 PM.png,0.4257530495394573,0.04360633972284458,235.06858453199914,0.9823780813189597,0.2128143434616117,0.4900053909629236
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.09.54 PM.png,0.3693667443667444,0.03632478632478633,237.66353475204997,0.9823038897356708,0.1868546302373506,0.485521957209353
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.03 PM.png,0.45361880476358407,0.054071833545831866,152.2085594223002,0.9899375891043839,0.3013120936389392,0.5738288080905285
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.11 PM.png,0.4765675500969619,0.01763702828611551,122.33886375062849,0.9913154385261737,0.3032948570235215,0.6223175571945775
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.21 PM.png,0.5164825320991341,0.017475365780830098,143.67502957339443,0.9916892021901469,0.3183922575911767,0.6575889196025622
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.37 PM.png,0.37453703703703706,0.03409722222222222,236.66990042806628,0.9823099115224221,0.21419711570396846,0.5045293779993891
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.43 PM.png,0.33559898045879355,0.03393750590012272,225.90584246218054,0.9808635869568564,0.19850956506564402,0.46822732951119367
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.10.53 PM.png,0.3376177394034537,0.03448783359497645,247.33984220907297,0.9799081534047029,0.1929230430495242,0.4951381234132263
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.08 PM.png,0.4229667812142039,0.014263895707194676,119.65086884595928,0.9908990673300124,0.21462726800135068,0.574914498347838
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.16 PM.png,0.37660926939169614,0.014492364910774953,95.98425433173863,0.9936517972589539,0.23678872148901964,0.6518856424739872
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.24 PM.png,0.4655183991404781,0.02290491539081386,89.43756095920355,0.9949457456258507,0.3925363155329854,0.6895184669201708
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.35 PM.png,0.7679954193478024,0.029692441923873922,133.1592653358855,0.9886855262763278,0.337838036451156,0.6102674481918329
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.41 PM.png,0.5013550667714062,0.0167452212621105,132.1449021383846,0.9932186466891241,0.3982967677962777,0.7238980805426313
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.52 PM.png,0.4390961262553802,0.024879353071605582,142.07512587458314,0.9918238715577381,0.340861286107082,0.6585975829222321
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.11.59 PM.png,0.4636225266362253,0.019096542726679714,123.19423284401869,0.9935565122951713,0.3952336879001212,0.7028957413841176
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.14 PM.png,0.42530126153266806,0.012342308416494068,95.68479819612432,0.9920995734830693,0.2095307540144323,0.6213888407778563
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.20 PM.png,0.5520823664098518,0.010125622698722114,87.68464485705871,0.9923410530634666,0.10295764423213677,0.5832929326877627
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.29 PM.png,0.5300566642030057,0.011610002463661,110.25509725223836,0.9907718553042957,0.3467995060438821,0.6991671972056924
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.34 PM.png,0.4360878395531861,0.024663620208174662,121.03508939365018,0.990486425831239,0.28196512346548713,0.581993224086815
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.41 PM.png,0.8661862699519604,0.012789593987292732,94.09883822501752,0.9916811923834317,0.2435183291558541,0.6262283115261899
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.47 PM.png,0.4199712052653229,0.011363636363636364,100.45090702947846,0.9918510299496153,0.19958236547566705,0.5896879827124453
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.12.56 PM.png,0.417598457007324,0.016518101493470952,120.0453019038037,0.9903789030445012,0.23431866580193905,0.5539006909625287
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.02 PM.png,0.34555340223944875,0.02176464254952627,102.06699940646413,0.9934511044369617,0.1484010978369238,0.6353682776132367
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.10 PM.png,0.4308882235528942,0.017677607747468026,143.47162903644386,0.9897601349713527,0.3295983883495665,0.6085966545951774
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.18 PM.png,0.8960717009916095,0.015382659547419273,122.95434509389631,0.988312790728011,0.3642563412543336,0.7850326285427423
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.25 PM.png,0.8938679245283019,0.017403291117429137,139.50539086469902,0.98667094806549,0.3060053822913016,0.6353311145810409
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.31 PM.png,0.4122422511163646,0.01847747570265301,110.56702057613171,0.9909772274587959,0.25349501407907293,0.6356908367330987
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.40 PM.png,0.8460735477254414,0.013777989402485777,121.66661157834173,0.9886115487501742,0.2007556662092396,0.5484341877212272
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.45 PM.png,0.49456914344685243,0.021484778121775027,133.54408531222515,0.9919575341244671,0.335892205733532,0.6455357838089542
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.13.54 PM.png,0.36802848575712144,0.01278110944527736,99.7096621215536,0.9918541255854376,0.30249784331901663,0.6164163071865795
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.01 PM.png,0.8980447557071792,0.00919761342971791,82.38753999623562,0.9924408030806338,0.28537421388583806,0.77933556305257
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.07 PM.png,0.5176308944453767,0.017693824467192483,116.63888947302013,0.9929742790378759,0.32889330124604055,0.6672377870875144
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.44 PM.png,0.5015213281342313,0.04847571783055654,143.93484345842836,0.9918243977995731,0.35700480747058444,0.6050332535096603
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.14.56 PM.png,0.42900514913047705,0.03472627028077334,119.65919105117088,0.9921269414914723,0.36869147575171696,0.5970594693659209
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.01 PM.png,0.46457974137931035,0.01775323275862069,117.84584845735027,0.9927146550540801,0.24036985894235705,0.6402735229594109
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.09 PM.png,0.47968670402445235,0.03178595686873833,154.64543983305293,0.9897595455357855,0.36541539337002005,0.6132571359511145
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.14 PM.png,0.42935627473148674,0.02423685698134539,190.4165069902774,0.9853978176034425,0.28424910422270966,0.6160611316584803
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.21 PM.png,0.3755702227011494,0.029180136494252874,108.33646785688576,0.9916784344469769,0.1195037500325063,0.5001033449892005
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.28 PM.png,0.8902861015981736,0.008442732115677322,109.74928168627875,0.9909550736048482,0.4203516389283783,0.7896743513943156
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.34 PM.png,0.8836899038461539,0.011171875,104.56321686746989,0.9907380341679769,0.27830131790634866,0.7265398603132804
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.39 PM.png,0.43218442932728646,0.020680272108843538,122.92070481242897,0.9923246973432999,0.2866572310322531,0.6316589816062163
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.45 PM.png,0.382315479354953,0.014498050682261208,99.28798610108905,0.9922075167043861,0.21380472439313528,0.583854367826877
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.15.52 PM.png,0.39866804996646543,0.018365400737759892,104.14449485878731,0.993297440429566,0.2609387982837276,0.6605394457000779
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.06 PM.png,0.8930889169827223,0.024568057311420144,178.43845502645493,0.981366288545381,0.13470010236779836,0.504569296342675
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.16 PM.png,0.5023053766718744,0.031951377510193196,161.13219807732736,0.9891275520868386,0.36527160689636934,0.5848307190863679
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.28 PM.png,0.89376495215311,0.025882177033492822,126.95420064763735,0.9888317667222312,0.359616564239819,0.6221111664497521
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.33 PM.png,0.5757059451600445,0.01476067152820373,114.15138523554131,0.9906645560445374,0.3383008120248079,0.7085065126489061
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.37 PM.png,0.8965919645621472,0.011044559289337683,101.02247579942468,0.9898277552887043,0.23168716854667246,0.6220893691315525
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.44 PM.png,0.44480567459731046,0.01919240431505837,124.38089182983134,0.9922850400816497,0.3244276265770256,0.6495294616451979
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.49 PM.png,0.4880567998362855,0.05818117738011323,139.82497521621718,0.9896006864956144,0.22242474809653698,0.507549181749236
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.16.57 PM.png,0.43491508625308045,0.016339869281045753,123.18673113080848,0.9903859685134081,0.23148797946359978,0.5842532339989028
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.10 PM.png,0.84487087517934,0.011579387852702057,102.40185773356507,0.9909607866582231,0.25029480063049003,0.7155773707870703
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.22 PM.png,0.38006198108189365,0.039842503295635885,120.31673717762968,0.9917854504850424,0.3135718100700268,0.5969691930800678
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.34 PM.png,0.2782827463074176,0.018584645349780878,129.2380577783806,0.9885522510296347,0.2141281584190196,0.6081095571529969
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.17.42 PM.png,0.8391725178228312,0.016651103489144684,79.34753601281255,0.9927271123965559,0.23657833901180877,0.7091754826029009
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.12 PM.png,0.46356397908234115,0.02743226873873608,141.60255232790675,0.9915477266527103,0.1406835292893123,0.5994595575550952
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.16 PM.png,0.5564454924920041,0.019596682387380063,162.0954123697315,0.9868567637924329,0.12864187761916443,0.6324957329156456
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.26 PM.png,0.49399978131321415,0.021793505002460228,132.8810492989598,0.9919627652352759,0.2041164467766065,0.6774024744136786
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.42 PM.png,0.8965236686390533,0.014903846153846155,110.06441399356378,0.9900295814408152,0.1907682463992104,0.6882286303048331
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.51 PM.png,0.8774921157274098,0.009632524338406692,114.13522375747579,0.9896217091536162,0.26459890981404793,0.718988735285181
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.18.58 PM.png,0.8678133903133903,0.014886039886039886,84.96543844615825,0.9913080819496332,0.15850120273051688,0.5526273224589316
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.15 PM.png,0.2918782367058229,0.035891120373878996,148.03472969721528,0.9906473573109202,0.2642978684014846,0.542478797260806
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.28 PM.png,0.4246234207968902,0.029012795594428247,124.52444552700308,0.9923727828261557,0.30389350395921855,0.6387033377621278
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.35 PM.png,0.40237949636359666,0.03508091816454452,127.00065129108884,0.990754247524969,0.15643927417993472,0.5358209855084899
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.47 PM.png,0.4082817705854355,0.032764159923845786,124.47535194464331,0.9919258507427218,0.25698469612004665,0.5935103889135698
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.19.58 PM.png,0.5393307257714037,0.022258438360133276,117.18795840413641,0.9913429645489056,0.3358789530466388,0.6290496681287477
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.08 PM.png,0.41012200900260604,0.021085050935797205,150.06544887502787,0.9912123824383998,0.24510815962406915,0.7102229625675309
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.17 PM.png,0.5611852885168948,0.016031176652938312,116.55935730935731,0.9903191231200438,0.28669850705218314,0.7403331032558065
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.26 PM.png,0.3693883277216611,0.019385321468654803,104.58257511850243,0.9906911548266403,0.2021095837170354,0.5010903804787014
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.32 PM.png,0.3703598484848485,0.015535563973063974,110.46291394220628,0.993359248921569,0.29068887427554896,0.6526047259722543
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.51 PM.png,0.3813751159111984,0.018443517154857363,119.31230687194073,0.9901512733714081,0.23948046113457946,0.5488405945943067
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.20.56 PM.png,0.3986848086618729,0.015006405488056864,108.01652687169928,0.9932664041126709,0.27442300827619165,0.7134259928408327
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.06 PM.png,0.6967085481099656,0.029585481099656356,235.75501943005185,0.9799021314388334,0.29701594917043966,0.6506761645598688
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.22 PM.png,0.3800074213897359,0.013975606214607231,77.96890176399765,0.9944142855876047,0.30839476483776257,0.620884913725211
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.31 PM.png,0.46809560070610223,0.022939669793361255,134.36815065521134,0.9903159944070027,0.30821294917977826,0.6192745264184641
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.40 PM.png,0.4690991405770411,0.02054941682013505,126.8181132656202,0.9897531701944138,0.27578885978362283,0.5889474658571838
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.44 PM.png,0.3124237140366173,0.027230456262714326,148.91605594813146,0.989811773214751,0.27399592534749045,0.5445689889200886
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.51 PM.png,0.5457196361690744,0.026270733012306046,205.0320950486533,0.9862412269122803,0.26673850080175265,0.5827602076828089
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.21.56 PM.png,0.7403571428571428,0.023681318681318682,208.41490419128615,0.9832601585398018,0.23178936524182703,0.5722823189881296
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.15 PM.png,0.5748140748140748,0.028388278388278388,213.7549506331232,0.9837244104925529,0.2904500733540105,0.5834296536250801
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.20 PM.png,0.7422021575984991,0.027351078799249532,180.91221868740433,0.9828962089085302,0.10730428231899189,0.5309416453013363
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.27 PM.png,0.5532507183908046,0.022180316091954023,196.3549377143889,0.9821956356718916,0.10986683167616647,0.5537016063905313
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.35 PM.png,0.6382588774341351,0.027262313860252005,218.74835924006914,0.9826298971617372,0.27485045246516554,0.5431207207149149
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.48 PM.png,0.6461663609364081,0.013059049615653389,43.63492098235784,0.9919335170127881,0.1072496922787657,0.6073148051566772
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.22.58 PM.png,0.30061387981118376,0.019619190268700074,115.13987079750699,0.9917309186422962,0.23677651366135374,0.6310996364308243
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.07 PM.png,0.8920128148475475,0.013809102960671674,99.93156541423687,0.990417536791858,0.2365265132841979,0.6153600987168163
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.14 PM.png,0.8993453355155483,0.02323474397942483,214.3581756200776,0.979949636357986,0.275923571833906,0.7637736332385785
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.23 PM.png,0.8976301232084486,0.02382449082222781,203.6311449513459,0.980884779896056,0.29036767344368525,0.7311926391154984
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.26 PM.png,0.8861082407646603,0.019504004133298888,189.98977604673803,0.9830694341159252,0.3143372027477624,0.7057808124368484
apple,fresh,rotated_by_15_Screen Shot 2018-06-08 at 5.23.31 PM.png,0.8975990396158463,0.024399759903961586,197.07387631975865,0.9814905912293158,0.19704746394075506,0.7578264138235108
